cr_year,esac_publisher,cat,perc_cr,perc_upw,perc_diff
2021,American Meteorological Society,Germany,0.116,0.217,-0.101
2021,American Meteorological Society,Global,0.031,0.051,-0.02
2021,Future Science Group,Germany,0.306,0.306,0
2021,Future Science Group,Global,0.169,0.171,-0.002
2021,CSIRO,Germany,0,0.286,-0.286
2021,CSIRO,Global,0,0.186,-0.186
2021,John Benjamins Publishing,Germany,0.053,0.044,0.009
2021,John Benjamins Publishing,Global,0.042,0.039,0.004
2021,Company of Biologists,Germany,0.33,0.36,-0.03
2021,Company of Biologists,Global,0.196,0.255,-0.059
2021,SPIE,Germany,0,0.682,-0.682
2021,SPIE,Global,0.002,0.175,-0.173
2021,Microbiology Society,Germany,0.283,0,0.283
2021,Microbiology Society,Global,0.265,0.012,0.254
2021,Akadémiai Kiadó,Germany,0.143,0.143,0
2021,Akadémiai Kiadó,Global,0.475,0.431,0.044
2021,Hogrefe,Germany,0.402,0.402,0
2021,Hogrefe,Global,0.192,0.192,0
2021,Society for Neuroscience,Germany,0,0.711,-0.711
2021,Society for Neuroscience,Global,0,0.609,-0.609
2021,Radiological Society of North America,Germany,0,0,0
2021,Radiological Society of North America,Global,0,0.015,-0.015
2021,Portland Press,Germany,0.646,0.646,0
2021,Portland Press,Global,0.612,0.611,0.001
2021,Bioscientifica,Germany,0.121,0.182,-0.061
2021,Bioscientifica,Global,0.115,0.136,-0.022
2021,The Geological Society of London,Germany,0.2,0.2,0
2021,The Geological Society of London,Global,0.111,0.171,-0.06
2021,Rockefeller University Press,Germany,0.229,1,-0.771
2021,Rockefeller University Press,Global,0.194,0.995,-0.801
2021,European Respiratory Society,Germany,0.531,0.531,0
2021,European Respiratory Society,Global,0.335,0.342,-0.007
2021,Inter-Research Science Publisher,Germany,0.3,0.3,0
2021,Inter-Research Science Publisher,Global,0.281,0.277,0.004
2021,Bristol University Press,Germany,0.211,0.158,0.053
2021,Bristol University Press,Global,0.071,0.081,-0.01
2021,Royal College of General Practitioners,Germany,1,1,0
2021,Royal College of General Practitioners,Global,0.286,0.288,-0.003
2021,Cold Spring Harbor Laboratory Press,Germany,0,0.438,-0.438
2021,Cold Spring Harbor Laboratory Press,Global,0,0.612,-0.612
2021,Edward Elgar Publishing,Germany,0,0,0
2021,Edward Elgar Publishing,Global,0.111,0.088,0.023
2021,Royal Irish Academy,Germany,0,0,0
2021,Royal Irish Academy,Global,0.1,0,0.1
2021,White Horse Press,Germany,0,0,0
2021,White Horse Press,Global,0.008,0.016,-0.008
2021,IWA Publishing,Germany,1,1,0
2021,IWA Publishing,Global,0.979,0.969,0.01
2022,Elsevier,Germany,0.213,0.195,0.018
2022,Elsevier,Global,0.104,0.095,0.009
2022,Springer Nature,Germany,0.65,0.651,-0.001
2022,Springer Nature,Global,0.152,0.155,-0.003
2022,Wiley,Germany,0.819,0.65,0.169
2022,Wiley,Global,0.259,0.192,0.067
2022,Taylor and Francis,Germany,0.228,0.219,0.009
2022,Taylor and Francis,Global,0.134,0.133,0.001
2022,Wolters Kluwer Health,Germany,0.105,0.125,-0.02
2022,Wolters Kluwer Health,Global,0.05,0.057,-0.007
2022,Sage,Germany,0.509,0.395,0.114
2022,Sage,Global,0.169,0.134,0.035
2022,American Chemical Society,Germany,0.257,0.19,0.067
2022,American Chemical Society,Global,0.125,0.104,0.021
2022,IEEE,Germany,0.197,0.207,-0.01
2022,IEEE,Global,0.043,0.059,-0.016
2022,Oxford University Press,Germany,0.332,0.297,0.035
2022,Oxford University Press,Global,0.202,0.201,0.001
2022,Royal Society of Chemistry,Germany,0.497,0.494,0.003
2022,Royal Society of Chemistry,Global,0.133,0.132,0
2022,Cambridge University Press,Germany,0.608,0.582,0.027
2022,Cambridge University Press,Global,0.294,0.27,0.024
2022,IOP Publishing,Germany,0.569,0.552,0.016
2022,IOP Publishing,Global,0.125,0.125,0
2022,The Electrochemical Society,Germany,0.563,0.546,0.017
2022,The Electrochemical Society,Global,0.137,0.136,0
2022,American Physical Society,Germany,0.325,0.329,-0.004
2022,American Physical Society,Global,0.19,0.212,-0.022
2022,Walter de Gruyter,Germany,0.18,0.171,0.009
2022,Walter de Gruyter,Global,0.107,0.108,-0
2022,Emerald,Germany,0,0.138,-0.138
2022,Emerald,Global,0,0.079,-0.079
2022,AIP Publishing,Germany,0,0.419,-0.419
2022,AIP Publishing,Global,0,0.179,-0.179
2022,BMJ Publishing,Germany,0.418,0.403,0.015
2022,BMJ Publishing,Global,0.131,0.132,-0.001
2022,Thieme,Germany,0.093,0.096,-0.003
2022,Thieme,Global,0.033,0.035,-0.001
2022,World Scientific,Germany,0,0.077,-0.077
2022,World Scientific,Global,0,0.048,-0.048
2022,Bentham Science Publishers,Germany,0.06,0.04,0.02
2022,Bentham Science Publishers,Global,0.017,0.016,0.001
2022,American Psychological Association,Germany,0.384,0.391,-0.007
2022,American Psychological Association,Global,0.014,0.042,-0.028
2022,Brill,Germany,0.099,0.081,0.018
2022,Brill,Global,0.132,0.105,0.028
2022,"Mary Ann Liebert, Inc.",Germany,0,0.217,-0.217
2022,"Mary Ann Liebert, Inc.",Global,0,0.082,-0.082
2022,Association for Computing Machinery,Germany,0.037,0.04,-0.003
2022,Association for Computing Machinery,Global,0.017,0.029,-0.012
2022,IOS Press,Germany,0.255,0.241,0.014
2022,IOS Press,Global,0.101,0.1,0.001
2022,Karger,Germany,0.308,0.314,-0.006
2022,Karger,Global,0.189,0.195,-0.006
2022,EDP Sciences,Germany,0.732,0.73,0.002
2022,EDP Sciences,Global,0.494,0.492,0.002
2022,Trans Tech Publications,Germany,0.721,0.721,0
2022,Trans Tech Publications,Global,0.119,0.12,-0
2022,National Academy of Sciences,Germany,1,1,0
2022,National Academy of Sciences,Global,0.987,0.977,0.009
2022,Optica,Germany,0,0.01,-0.01
2022,Optica,Global,0.002,0.057,-0.056
2022,American Physiological Society,Germany,0,0.194,-0.194
2022,American Physiological Society,Global,0,0.086,-0.086
2022,The Royal Society,Germany,0.006,0.629,-0.623
2022,The Royal Society,Global,0.002,0.5,-0.498
2022,Canadian Science Publishing,Germany,0,0,0
2022,Canadian Science Publishing,Global,0.075,0.169,-0.095
2022,American Meteorological Society,Germany,0.172,0.172,0
2022,American Meteorological Society,Global,0.032,0.039,-0.007
2022,Future Science Group,Germany,0.394,0.394,0
2022,Future Science Group,Global,0.216,0.217,-0.001
2022,CSIRO,Germany,0,0.042,-0.042
2022,CSIRO,Global,0,0.33,-0.33
2022,John Benjamins Publishing,Germany,0.198,0.178,0.02
2022,John Benjamins Publishing,Global,0.365,0.088,0.277
2022,Company of Biologists,Germany,0.412,0.482,-0.071
2022,Company of Biologists,Global,0.243,0.301,-0.059
2022,SPIE,Germany,0,0.588,-0.588
2022,SPIE,Global,0.002,0.157,-0.155
2022,Microbiology Society,Germany,0.415,0,0.415
2022,Microbiology Society,Global,0.322,0,0.322
2022,Akadémiai Kiadó,Germany,0.125,0.125,0
2022,Akadémiai Kiadó,Global,0.513,0.45,0.064
2022,Hogrefe,Germany,0.599,0.611,-0.011
2022,Hogrefe,Global,0.276,0.283,-0.007
2022,Society for Neuroscience,Germany,0,0.472,-0.472
2022,Society for Neuroscience,Global,0,0.6,-0.6
2022,Radiological Society of North America,Germany,0,0,0
2022,Radiological Society of North America,Global,0,0,0
2022,Portland Press,Germany,0.792,0.792,0
2022,Portland Press,Global,0.635,0.637,-0.002
2022,Bioscientifica,Germany,0.478,0.391,0.087
2022,Bioscientifica,Global,0.233,0.221,0.012
2022,The Geological Society of London,Germany,0.231,0.462,-0.231
2022,The Geological Society of London,Global,0.208,0.426,-0.218
2022,Rockefeller University Press,Germany,0.441,1,-0.559
2022,Rockefeller University Press,Global,0.343,0.994,-0.651
2022,European Respiratory Society,Germany,0.552,0.621,-0.069
2022,European Respiratory Society,Global,0.373,0.452,-0.079
2022,Inter-Research Science Publisher,Germany,0.727,0.636,0.091
2022,Inter-Research Science Publisher,Global,0.346,0.332,0.014
2022,Bristol University Press,Germany,0.25,0.214,0.036
2022,Bristol University Press,Global,0.192,0.168,0.024
2022,Royal College of General Practitioners,Global,0.357,0.37,-0.013
2022,Cold Spring Harbor Laboratory Press,Germany,0,0.312,-0.312
2022,Cold Spring Harbor Laboratory Press,Global,0,0.565,-0.565
2022,Edward Elgar Publishing,Germany,0,0,0
2022,Edward Elgar Publishing,Global,0.011,0.054,-0.043
2022,Royal Irish Academy,Global,0,0.287,-0.287
2022,White Horse Press,Germany,0,0,0
2022,White Horse Press,Global,0.007,0.065,-0.058
2022,IWA Publishing,Germany,1,1,0
2022,IWA Publishing,Global,1,1,0
2023,Elsevier,Germany,0.241,0.239,0.002
2023,Elsevier,Global,0.132,0.131,0.001
2023,Springer Nature,Germany,0.65,0.651,-0
2023,Springer Nature,Global,0.176,0.178,-0.002
2023,Wiley,Germany,0.848,0.839,0.009
2023,Wiley,Global,0.325,0.318,0.007
2023,Taylor and Francis,Germany,0.265,0.265,0
2023,Taylor and Francis,Global,0.173,0.179,-0.006
2023,Wolters Kluwer Health,Germany,0.117,0.134,-0.017
2023,Wolters Kluwer Health,Global,0.076,0.084,-0.008
2023,Sage,Germany,0.536,0.507,0.028
2023,Sage,Global,0.216,0.206,0.01
2023,American Chemical Society,Germany,0.356,0.337,0.019
2023,American Chemical Society,Global,0.155,0.16,-0.005
2023,IEEE,Germany,0.185,0.183,0.002
2023,IEEE,Global,0.05,0.051,-0.001
2023,Oxford University Press,Germany,0.366,0.392,-0.026
2023,Oxford University Press,Global,0.244,0.279,-0.035
2023,Royal Society of Chemistry,Germany,0.526,0.52,0.006
2023,Royal Society of Chemistry,Global,0.165,0.191,-0.026
2023,Cambridge University Press,Germany,0.611,0.553,0.058
2023,Cambridge University Press,Global,0.343,0.296,0.048
2023,IOP Publishing,Germany,0.566,0.563,0.003
2023,IOP Publishing,Global,0.184,0.198,-0.014
2023,The Electrochemical Society,Germany,0.562,0.557,0.004
2023,The Electrochemical Society,Global,0.202,0.217,-0.015
2023,American Physical Society,Germany,0.345,0.344,0.001
2023,American Physical Society,Global,0.225,0.226,-0.001
2023,Walter de Gruyter,Germany,0.232,0.213,0.019
2023,Walter de Gruyter,Global,0.128,0.125,0.003
2023,Emerald,Germany,0,0.245,-0.245
2023,Emerald,Global,0,0.093,-0.093
2023,AIP Publishing,Germany,0,0.46,-0.46
2023,AIP Publishing,Global,0,0.125,-0.125
2023,BMJ Publishing,Germany,0.439,0.423,0.015
2023,BMJ Publishing,Global,0.143,0.143,-0
2023,Thieme,Germany,0.103,0.11,-0.007
2023,Thieme,Global,0.039,0.046,-0.007
2023,World Scientific,Germany,0,0.038,-0.038
2023,World Scientific,Global,0,0.039,-0.039
2023,Bentham Science Publishers,Germany,0.087,0.087,0
2023,Bentham Science Publishers,Global,0.063,0.059,0.004
2023,American Psychological Association,Germany,0.457,0.462,-0.005
2023,American Psychological Association,Global,0.024,0.061,-0.037
2023,Brill,Germany,0.136,0.122,0.014
2023,Brill,Global,0.142,0.142,0.001
2023,"Mary Ann Liebert, Inc.",Germany,0,0.16,-0.16
2023,"Mary Ann Liebert, Inc.",Global,0,0.072,-0.072
2023,Association for Computing Machinery,Germany,0.05,0.15,-0.1
2023,Association for Computing Machinery,Global,0.019,0.081,-0.062
2023,IOS Press,Germany,0.342,0.342,0
2023,IOS Press,Global,0.113,0.111,0.002
2023,Karger,Germany,0.368,0.372,-0.004
2023,Karger,Global,0.253,0.255,-0.002
2023,EDP Sciences,Germany,0.981,0.929,0.052
2023,EDP Sciences,Global,0.695,0.653,0.042
2023,Trans Tech Publications,Germany,0.4,0.4,0
2023,Trans Tech Publications,Global,0.063,0.062,0.001
2023,National Academy of Sciences,Germany,1,0.99,0.01
2023,National Academy of Sciences,Global,0.985,0.963,0.022
2023,Optica,Germany,0.025,0.025,0
2023,Optica,Global,0.012,0.028,-0.016
2023,American Physiological Society,Germany,0,0.151,-0.151
2023,American Physiological Society,Global,0,0.089,-0.089
2023,The Royal Society,Germany,0.155,0.619,-0.464
2023,The Royal Society,Global,0.098,0.517,-0.419
2023,Canadian Science Publishing,Germany,0.455,0.455,0
2023,Canadian Science Publishing,Global,0.222,0.195,0.027
2023,American Meteorological Society,Germany,0.13,0.148,-0.019
2023,American Meteorological Society,Global,0.043,0.053,-0.01
2023,Future Science Group,Germany,0.545,0.545,0
2023,Future Science Group,Global,0.187,0.191,-0.004
2023,CSIRO,Germany,0,0.235,-0.235
2023,CSIRO,Global,0,0.4,-0.4
2023,John Benjamins Publishing,Germany,0.241,0.266,-0.025
2023,John Benjamins Publishing,Global,0.108,0.113,-0.005
2023,Company of Biologists,Germany,0.512,0.573,-0.061
2023,Company of Biologists,Global,0.295,0.41,-0.114
2023,SPIE,Germany,0,0.594,-0.594
2023,SPIE,Global,0.002,0.21,-0.209
2023,Microbiology Society,Germany,0.706,0,0.706
2023,Microbiology Society,Global,0.42,0,0.42
2023,Akadémiai Kiadó,Germany,0.462,0.462,0
2023,Akadémiai Kiadó,Global,0.534,0.525,0.009
2023,Hogrefe,Germany,0.671,0.691,-0.019
2023,Hogrefe,Global,0.296,0.302,-0.005
2023,Society for Neuroscience,Germany,0,0.4,-0.4
2023,Society for Neuroscience,Global,0,0.505,-0.505
2023,Radiological Society of North America,Germany,0,0,0
2023,Radiological Society of North America,Global,0,0,0
2023,Portland Press,Germany,0.5,0.5,0
2023,Portland Press,Global,0.68,0.682,-0.002
2023,Bioscientifica,Germany,0.325,0.375,-0.05
2023,Bioscientifica,Global,0.288,0.3,-0.012
2023,The Geological Society of London,Germany,0.333,0.583,-0.25
2023,The Geological Society of London,Global,0.301,0.6,-0.299
2023,Rockefeller University Press,Germany,0.37,0.815,-0.444
2023,Rockefeller University Press,Global,0.356,0.727,-0.371
2023,European Respiratory Society,Germany,0.444,0.481,-0.037
2023,European Respiratory Society,Global,0.286,0.298,-0.013
2023,Inter-Research Science Publisher,Germany,0.6,0.6,0
2023,Inter-Research Science Publisher,Global,0.351,0.348,0.003
2023,Bristol University Press,Germany,0.207,0.207,0
2023,Bristol University Press,Global,0.191,0.174,0.017
2023,Royal College of General Practitioners,Germany,0.5,0.5,0
2023,Royal College of General Practitioners,Global,0.277,0.288,-0.011
2023,Cold Spring Harbor Laboratory Press,Germany,0,0.308,-0.308
2023,Cold Spring Harbor Laboratory Press,Global,0,0.414,-0.414
2023,Edward Elgar Publishing,Germany,0,0,0
2023,Edward Elgar Publishing,Global,0.016,0.042,-0.026
2023,Royal Irish Academy,Global,0,0.417,-0.417
2023,White Horse Press,Germany,0,0,0
2023,White Horse Press,Global,0,0.054,-0.054
2023,IWA Publishing,Global,1,1,0
2024,Elsevier,Germany,0.585,0.563,0.022
2024,Elsevier,Global,0.164,0.158,0.006
2024,Springer Nature,Germany,0.641,0.663,-0.022
2024,Springer Nature,Global,0.225,0.245,-0.02
2024,Wiley,Germany,0.794,0.731,0.063
2024,Wiley,Global,0.331,0.31,0.021
2024,Taylor and Francis,Germany,0.509,0.521,-0.013
2024,Taylor and Francis,Global,0.206,0.218,-0.012
2024,Wolters Kluwer Health,Germany,0.166,0.176,-0.01
2024,Wolters Kluwer Health,Global,0.081,0.082,-0.001
2024,Sage,Germany,0.582,0.547,0.035
2024,Sage,Global,0.225,0.24,-0.015
2024,American Chemical Society,Germany,0.536,0.506,0.029
2024,American Chemical Society,Global,0.169,0.204,-0.035
2024,IEEE,Germany,0.295,0.268,0.028
2024,IEEE,Global,0.053,0.049,0.004
2024,Oxford University Press,Germany,0.312,0.438,-0.127
2024,Oxford University Press,Global,0.218,0.36,-0.142
2024,Royal Society of Chemistry,Germany,0.733,0.722,0.011
2024,Royal Society of Chemistry,Global,0.21,0.229,-0.019
2024,Cambridge University Press,Germany,0.679,0.668,0.01
2024,Cambridge University Press,Global,0.394,0.382,0.012
2024,IOP Publishing,Germany,0.77,0.806,-0.037
2024,IOP Publishing,Global,0.232,0.375,-0.142
2024,The Electrochemical Society,Germany,0.774,0.809,-0.035
2024,The Electrochemical Society,Global,0.26,0.399,-0.139
2024,American Physical Society,Germany,0.361,0.352,0.01
2024,American Physical Society,Global,0.228,0.225,0.003
2024,Walter de Gruyter,Germany,0.225,0.232,-0.007
2024,Walter de Gruyter,Global,0.14,0.148,-0.008
2024,Emerald,Germany,0,0.333,-0.333
2024,Emerald,Global,0,0.091,-0.091
2024,AIP Publishing,Germany,0,0.539,-0.539
2024,AIP Publishing,Global,0,0.308,-0.308
2024,BMJ Publishing,Germany,0.43,0.409,0.022
2024,BMJ Publishing,Global,0.134,0.166,-0.032
2024,Thieme,Germany,0.103,0.115,-0.013
2024,Thieme,Global,0.042,0.055,-0.014
2024,World Scientific,Germany,0,0.022,-0.022
2024,World Scientific,Global,0,0.024,-0.024
2024,Bentham Science Publishers,Germany,0.222,0.167,0.056
2024,Bentham Science Publishers,Global,0.058,0.043,0.014
2024,American Psychological Association,Germany,0.283,0.283,0
2024,American Psychological Association,Global,0.057,0.063,-0.006
2024,Brill,Germany,0.114,0.125,-0.011
2024,Brill,Global,0.153,0.208,-0.055
2024,"Mary Ann Liebert, Inc.",Germany,0,0.083,-0.083
2024,"Mary Ann Liebert, Inc.",Global,0,0.044,-0.044
2024,Association for Computing Machinery,Germany,0.03,0.339,-0.31
2024,Association for Computing Machinery,Global,0.018,0.186,-0.168
2024,IOS Press,Germany,0.304,0.272,0.033
2024,IOS Press,Global,0.136,0.112,0.024
2024,Karger,Germany,0.352,0.398,-0.045
2024,Karger,Global,0.263,0.277,-0.013
2024,EDP Sciences,Germany,0.938,0.82,0.118
2024,EDP Sciences,Global,0.593,0.396,0.197
2024,Trans Tech Publications,Germany,0,0,0
2024,Trans Tech Publications,Global,0,0,0
2024,National Academy of Sciences,Germany,1,0.793,0.207
2024,National Academy of Sciences,Global,0.986,0.708,0.278
2024,Optica,Germany,0.105,0.105,0
2024,Optica,Global,0.021,0.013,0.007
2024,American Physiological Society,Germany,0,0.059,-0.059
2024,American Physiological Society,Global,0,0.053,-0.053
2024,The Royal Society,Germany,0.718,0.692,0.026
2024,The Royal Society,Global,0.613,0.596,0.017
2024,Canadian Science Publishing,Germany,0.286,0.143,0.143
2024,Canadian Science Publishing,Global,0.194,0.133,0.061
2024,American Meteorological Society,Germany,0.075,0.225,-0.15
2024,American Meteorological Society,Global,0.049,0.167,-0.119
2024,Future Science Group,Germany,0.545,0.545,0
2024,Future Science Group,Global,0.234,0.238,-0.004
2024,CSIRO,Global,0,0.448,-0.448
2024,John Benjamins Publishing,Germany,0.263,0.263,0
2024,John Benjamins Publishing,Global,0.151,0.135,0.016
2024,Company of Biologists,Germany,0.513,0.744,-0.231
2024,Company of Biologists,Global,0.292,0.653,-0.361
2024,SPIE,Germany,0,0.684,-0.684
2024,SPIE,Global,0,0.211,-0.211
2024,Microbiology Society,Germany,0.571,0,0.571
2024,Microbiology Society,Global,0.444,0,0.444
2024,Akadémiai Kiadó,Germany,0.2,0.2,0
2024,Akadémiai Kiadó,Global,0.481,0.41,0.071
2024,Hogrefe,Germany,0.653,0.639,0.014
2024,Hogrefe,Global,0.324,0.315,0.009
2024,Society for Neuroscience,Germany,0,0,0
2024,Society for Neuroscience,Global,0,0,0
2024,Radiological Society of North America,Germany,0,0,0
2024,Radiological Society of North America,Global,0,0,0
2024,Portland Press,Germany,0.727,0.727,0
2024,Portland Press,Global,0.731,0.722,0.008
2024,Bioscientifica,Germany,0.412,0.471,-0.059
2024,Bioscientifica,Global,0.29,0.286,0.004
2024,The Geological Society of London,Germany,0.143,0.143,0
2024,The Geological Society of London,Global,0.232,0.26,-0.028
2024,Rockefeller University Press,Germany,0.438,0.438,0
2024,Rockefeller University Press,Global,0.364,0.352,0.011
2024,European Respiratory Society,Germany,0.273,0.273,0
2024,European Respiratory Society,Global,0.23,0.339,-0.109
2024,Inter-Research Science Publisher,Global,0.357,0.287,0.07
2024,Bristol University Press,Germany,0.222,0.37,-0.148
2024,Bristol University Press,Global,0.224,0.259,-0.035
2024,Royal College of General Practitioners,Germany,0,1,-1
2024,Royal College of General Practitioners,Global,0.097,0.23,-0.134
2024,Cold Spring Harbor Laboratory Press,Germany,0,0.167,-0.167
2024,Cold Spring Harbor Laboratory Press,Global,0,0.282,-0.282
2024,Edward Elgar Publishing,Germany,0,0,0
2024,Edward Elgar Publishing,Global,0.028,0.097,-0.069
2024,Royal Irish Academy,Global,0,0.24,-0.24
2024,White Horse Press,Germany,0,0.167,-0.167
2024,White Horse Press,Global,0.047,0.236,-0.189
