issn_l,cr_year,cc,cc_total,jn_all,prop
1098-7339,2021,CC BY-NC,11,229,0.048034934497816595
1051-9815,2019,CC BY-NC,11,229,0.048034934497816595
0284-186X,2020,CC BY,11,229,0.048034934497816595
1051-9815,2019,CC BY,3,229,0.013100436681222707
1079-5014,2020,CC BY-NC-ND,3,229,0.013100436681222707
0021-8901,2018,CC BY-NC,3,229,0.013100436681222707
2468-1156,2018,CC BY-NC-ND,3,229,0.013100436681222707
1539-7734,2021,CC BY-NC-ND,3,229,0.013100436681222707
1155-5645,2018,CC BY,3,229,0.013100436681222707
0721-3115,2021,CC BY-NC,3,229,0.013100436681222707
0027-8874,2018,CC BY-NC-ND,3,229,0.013100436681222707
0040-6031,2017,CC BY,3,229,0.013100436681222707
0149-1970,2022,CC BY-NC-ND,6,229,0.026200873362445413
0968-7599,2019,CC BY,6,229,0.026200873362445413
0885-4513,2020,CC BY,6,229,0.026200873362445413
0721-3115,2021,CC BY-NC-ND,6,229,0.026200873362445413
0168-1702,2019,CC BY,6,229,0.026200873362445413
2468-6530,2019,CC BY-NC-ND,12,229,0.05240174672489083
2352-4855,2019,CC BY-NC-ND,13,229,0.056768558951965066
1045-9219,2020,CC BY,13,229,0.056768558951965066
0893-6080,2019,CC BY,7,229,0.03056768558951965
1079-5014,2020,CC BY-NC,7,229,0.03056768558951965
0893-6080,2018,CC BY,7,229,0.03056768558951965
2665-9913,2021,CC BY,7,229,0.03056768558951965
0167-2681,2017,CC BY,7,229,0.03056768558951965
0009-9260,2022,CC BY,7,229,0.03056768558951965
0721-3115,2021,CC BY,7,229,0.03056768558951965
0009-9260,2022,CC BY-NC-ND,7,229,0.03056768558951965
0168-1702,2019,CC BY-NC-ND,7,229,0.03056768558951965
0718-9508,2022,CC BY,28,229,0.1222707423580786
1079-5014,2020,CC BY,15,229,0.06550218340611354
0269-9052,2017,CC BY-NC-ND,17,229,0.07423580786026202
0003-1348,2019,NA,0,485,0
0362-2436,2019,NA,0,485,0
1462-2912,2021,CC BY-NC,31,485,0.06391752577319587
0022-1147,2021,CC BY-NC,2,485,0.004123711340206186
2214-7810,2022,CC BY-NC,4,485,0.008247422680412371
1537-5927,2020,CC BY,4,485,0.008247422680412371
0043-1648,2021,CC BY,32,485,0.06597938144329897
0146-6615,2022,CC BY-NC-ND,36,485,0.07422680412371134
1462-2912,2021,CC BY,72,485,0.14845360824742268
1473-3099,2018,CC BY,39,485,0.08041237113402062
0022-0248,2019,CC BY,5,485,0.010309278350515464
0266-3538,2018,CC BY,5,485,0.010309278350515464
0022-1147,2021,CC BY-NC-ND,10,485,0.020618556701030927
1473-3099,2018,CC BY-NC-ND,20,485,0.041237113402061855
1462-2912,2021,CC BY-NC-ND,42,485,0.0865979381443299
0146-6615,2022,CC BY,23,485,0.04742268041237113
1047-3211,2021,CC BY-NC,47,485,0.09690721649484536
0022-0248,2019,CC BY-NC-ND,3,485,0.006185567010309278
0266-3538,2018,CC BY-NC-ND,6,485,0.012371134020618556
0022-1147,2021,CC BY,6,485,0.012371134020618556
0146-6615,2022,CC BY-NC,12,485,0.024742268041237112
2214-7810,2022,CC BY-NC-ND,25,485,0.05154639175257732
0043-1648,2021,CC BY-NC-ND,13,485,0.026804123711340205
2214-7810,2022,CC BY,52,485,0.10721649484536082
1047-3211,2021,CC BY,75,485,0.15463917525773196
0165-1781,2019,CC BY-NC-ND,20,741,0.02699055330634278
0165-1781,2019,CC BY,6,741,0.008097165991902834
0003-9993,2018,CC BY,1,997,0.0010030090270812437
0926-6690,2020,CC BY-NC-ND,17,997,0.017051153460381142
0926-6690,2020,CC BY,15,997,0.015045135406218655
1466-8033,2019,CC BY-NC,18,997,0.01805416248746239
1466-8033,2019,CC BY,35,997,0.03510531594784353
0003-9993,2018,CC BY-NC-ND,3,997,0.003009027081243731
2155-5435,2019,NA,0,1253,0
2365-6549,2019,CC BY-NC-ND,5,2021,0.002474022761009401
2365-6549,2019,CC BY-NC,5,2021,0.002474022761009401
2365-6549,2019,CC BY,2,2021,9.896091044037606e-4
2150-8097,2019,NA,0,230,0
1063-7850,2021,NA,0,230,0
0925-5710,2019,NA,0,230,0
0025-7079,2019,NA,0,230,0
1167-1122,2021,NA,0,230,0
1993-0437,2017,NA,0,230,0
1063-6536,2018,NA,0,230,0
2194-2536,2017,NA,0,230,0
1129-7298,2018,NA,0,230,0
1567-1739,2018,NA,0,230,0
0892-7790,2022,NA,0,230,0
1743-9213,2018,NA,0,230,0
1552-4922,2020,CC BY-NC-ND,15,230,0.06521739130434782
1873-2763,2022,CC BY-NC-ND,15,230,0.06521739130434782
0172-0643,2019,CC BY,15,230,0.06521739130434782
1438-7492,2019,CC BY-NC,1,230,0.004347826086956522
0149-6395,2020,CC BY,1,230,0.004347826086956522
2452-0144,2022,CC BY-NC-ND,1,230,0.004347826086956522
0003-6811,2017,CC BY-NC-ND,1,230,0.004347826086956522
0020-7721,2017,CC BY-NC-ND,1,230,0.004347826086956522
1341-8076,2022,CC BY-NC,2,230,0.008695652173913044
1438-7492,2019,CC BY,2,230,0.008695652173913044
0010-3624,2020,CC BY-NC-ND,2,230,0.008695652173913044
1572-1000,2018,CC BY-NC-ND,2,230,0.008695652173913044
1064-7481,2018,CC BY,2,230,0.008695652173913044
0031-9317,2020,CC BY-NC,2,230,0.008695652173913044
0020-7179,2021,CC BY,4,230,0.017391304347826087
0165-0114,2021,CC BY,4,230,0.017391304347826087
0031-9317,2020,CC BY-NC-ND,4,230,0.017391304347826087
0730-725X,2017,CC BY-NC-ND,4,230,0.017391304347826087
1552-4922,2020,CC BY,4,230,0.017391304347826087
0003-6870,2020,CC BY,8,230,0.034782608695652174
1552-4973,2018,CC BY-NC,8,230,0.034782608695652174
0167-9899,2019,CC BY,32,230,0.1391304347826087
1569-5794,2019,CC BY,32,230,0.1391304347826087
1873-2763,2022,CC BY,32,230,0.1391304347826087
1863-1703,2021,CC BY,9,230,0.0391304347826087
1341-8076,2022,CC BY-NC-ND,9,230,0.0391304347826087
1124-4909,2020,CC BY,37,230,0.1608695652173913
1350-9047,2018,CC BY,75,230,0.32608695652173914
1557-1955,2020,CC BY,5,230,0.021739130434782608
1064-7481,2018,CC BY-NC-ND,5,230,0.021739130434782608
1552-4973,2018,CC BY-NC-ND,5,230,0.021739130434782608
1350-9047,2018,CC BY-NC-SA,10,230,0.043478260869565216
1350-9047,2018,CC BY-NC-ND,10,230,0.043478260869565216
1062-3590,2021,CC BY,10,230,0.043478260869565216
0732-8893,2017,CC BY-NC-ND,10,230,0.043478260869565216
1341-8076,2022,CC BY,10,230,0.043478260869565216
0360-1315,2020,CC BY-NC-ND,10,230,0.043478260869565216
0031-9317,2020,CC BY,20,230,0.08695652173913043
0026-9298,2021,CC BY,40,230,0.17391304347826086
0304-3800,2021,CC BY,21,230,0.09130434782608696
0360-1315,2020,CC BY,11,230,0.04782608695652174
0021-8782,2020,CC BY-NC-ND,11,230,0.04782608695652174
2213-8587,2018,CC BY,23,230,0.1
0309-0167,2018,CC BY,3,230,0.013043478260869565
1551-4005,2021,CC BY,3,230,0.013043478260869565
1438-7492,2019,CC BY-NC-ND,3,230,0.013043478260869565
0165-0114,2021,CC BY-NC-ND,3,230,0.013043478260869565
0732-8893,2017,CC BY,3,230,0.013043478260869565
0730-725X,2017,CC BY,3,230,0.013043478260869565
2213-8587,2018,CC BY-NC-ND,3,230,0.013043478260869565
0020-7179,2021,CC BY-NC-ND,3,230,0.013043478260869565
0309-0167,2018,CC BY-NC-ND,6,230,0.02608695652173913
0309-0167,2018,CC BY-NC,6,230,0.02608695652173913
0021-8782,2020,CC BY-NC,6,230,0.02608695652173913
0003-6870,2020,CC BY-NC-ND,6,230,0.02608695652173913
1551-4005,2021,CC BY-NC-ND,12,230,0.05217391304347826
0021-8782,2020,CC BY,25,230,0.10869565217391304
0032-0935,2018,CC BY,25,230,0.10869565217391304
1018-4813,2021,CC BY,102,230,0.4434782608695652
0304-3800,2021,CC BY-NC-ND,13,230,0.05652173913043478
0014-2336,2018,CC BY,13,230,0.05652173913043478
0925-8574,2022,CC BY-NC-ND,13,230,0.05652173913043478
1466-8564,2020,CC BY,13,230,0.05652173913043478
1552-4922,2020,CC BY-NC,26,230,0.11304347826086956
0925-8574,2022,CC BY,27,230,0.11739130434782609
0162-1459,2018,CC BY,7,230,0.030434782608695653
1466-8564,2020,CC BY-NC-ND,7,230,0.030434782608695653
0041-1337,2021,NA,0,486,0
0740-3194,2021,CC BY,107,486,0.22016460905349794
1544-6131,2021,CC BY,11,486,0.02263374485596708
0267-7261,2021,CC BY,11,486,0.02263374485596708
0014-3057,2022,CC BY-NC-ND,11,486,0.02263374485596708
1861-471X,2020,CC BY,11,486,0.02263374485596708
0893-7648,2017,CC BY,54,486,0.1111111111111111
1861-471X,2020,CC BY-NC-ND,5,486,0.0102880658436214
0803-5253,2017,CC BY-NC,10,486,0.0205761316872428
2210-6707,2018,CC BY-NC-ND,10,486,0.0205761316872428
0300-9440,2021,CC BY,10,486,0.0205761316872428
1542-1406,2017,CC BY-NC-ND,15,486,0.030864197530864196
0018-9499,2017,CC BY,9,486,0.018518518518518517
0740-3194,2021,CC BY-NC,36,486,0.07407407407407407
0168-8278,2020,CC BY,7,486,0.01440329218106996
0021-9533,2019,CC BY,7,486,0.01440329218106996
0306-8919,2020,CC BY,14,486,0.02880658436213992
0938-7994,2017,CC BY,83,486,0.17078189300411523
0268-2605,2018,CC BY-NC,1,486,0.00205761316872428
0268-2605,2018,CC BY,1,486,0.00205761316872428
0002-9270,2017,CC BY-NC-ND,1,486,0.00205761316872428
1004-9541,2022,CC BY,1,486,0.00205761316872428
0002-9270,2017,CC BY,1,486,0.00205761316872428
0002-9270,2017,CC BY-NC-SA,2,486,0.00411522633744856
0300-9440,2021,CC BY-NC-ND,4,486,0.00823045267489712
0803-5253,2017,CC BY-NC-ND,4,486,0.00823045267489712
0168-8278,2020,CC BY-NC-ND,33,486,0.06790123456790123
0740-3194,2021,CC BY-NC-ND,38,486,0.07818930041152264
2210-6707,2018,CC BY,3,486,0.006172839506172839
1861-471X,2020,CC BY-NC,3,486,0.006172839506172839
0803-5253,2017,CC BY,3,486,0.006172839506172839
1004-9541,2022,CC BY-NC-ND,3,486,0.006172839506172839
1544-6131,2021,CC BY-NC-ND,6,486,0.012345679012345678
0014-3057,2022,CC BY,12,486,0.024691358024691357
0267-7261,2021,CC BY-NC-ND,12,486,0.024691358024691357
0167-6369,2018,CC BY,51,742,0.06873315363881402
0969-0239,2019,CC BY,61,742,0.08221024258760108
0030-3992,2019,CC BY,2,742,0.0026954177897574125
0030-3992,2019,CC BY-NC-ND,6,742,0.008086253369272238
0190-7409,2020,CC BY,41,998,0.041082164328657314
0190-7409,2020,CC BY-NC-ND,47,998,0.047094188376753505
2574-0970,2020,CC BY-NC-ND,2,1254,0.001594896331738437
0016-5107,2021,CC BY-NC-ND,8,1254,0.006379585326953748
0021-4922,2017,CC BY,25,1254,0.019936204146730464
0016-5107,2021,CC BY,11,1254,0.008771929824561403
2574-0970,2020,CC BY,10,1254,0.007974481658692184
0306-2619,2017,CC BY,78,1766,0.044167610419026046
0306-2619,2017,CC BY-NC-ND,24,1766,0.013590033975084938
0006-3495,2021,CC BY,53,2278,0.023266022827041263
0006-3495,2021,CC BY-NC-ND,55,2278,0.024143985952589993
1932-0620,2020,NA,0,231,0
1050-7256,2019,NA,0,231,0
1865-5467,2019,NA,0,231,0
0972-2815,2017,NA,0,231,0
0890-5339,2021,NA,0,231,0
0021-9371,2018,NA,0,231,0
0949-2100,2019,NA,0,231,0
1527-3342,2018,NA,0,231,0
2166-2746,2018,NA,0,231,0
1063-7788,2020,NA,0,231,0
0945-1129,2019,NA,0,231,0
0267-8292,2017,CC BY,7,231,0.030303030303030304
0360-3997,2020,CC BY,14,231,0.06060606060606061
0002-9440,2019,CC BY-NC-ND,14,231,0.06060606060606061
1350-9047,2017,CC BY-NC-SA,28,231,0.12121212121212122
1934-1482,2020,CC BY,11,231,0.047619047619047616
0300-0664,2020,CC BY-NC-ND,11,231,0.047619047619047616
0300-0664,2020,CC BY-NC,11,231,0.047619047619047616
2379-3694,2022,CC BY-NC-ND,11,231,0.047619047619047616
1063-6692,2018,CC BY,1,231,0.004329004329004329
0016-1128,2020,CC BY-NC,1,231,0.004329004329004329
0016-1128,2020,CC BY,1,231,0.004329004329004329
1558-7673,2019,CC BY,1,231,0.004329004329004329
0964-8305,2018,CC BY-NC-ND,1,231,0.004329004329004329
1522-6514,2019,CC BY-NC-ND,2,231,0.008658008658008658
0006-3363,2019,CC BY,4,231,0.017316017316017316
0022-2585,2021,CC BY-NC,8,231,0.03463203463203463
2053-1400,2018,CC BY,16,231,0.06926406926406926
1057-7157,2020,CC BY,16,231,0.06926406926406926
2038-131X,2020,CC BY,32,231,0.13852813852813853
1462-8910,2022,CC BY,27,231,0.11688311688311688
0105-4538,2022,CC BY-NC,54,231,0.23376623376623376
2379-3694,2022,CC BY,21,231,0.09090909090909091
1350-9047,2017,CC BY-NC-ND,30,231,0.12987012987012986
1557-1874,2020,CC BY,52,231,0.22510822510822512
0300-0664,2020,CC BY,5,231,0.021645021645021644
2053-1400,2018,CC BY-NC,5,231,0.021645021645021644
1528-0691,2021,CC BY-NC,5,231,0.021645021645021644
0002-9440,2019,CC BY,5,231,0.021645021645021644
1558-7673,2019,CC BY-NC-ND,10,231,0.04329004329004329
1807-0302,2022,CC BY,10,231,0.04329004329004329
0006-3363,2019,CC BY-NC,10,231,0.04329004329004329
1383-469X,2020,CC BY,10,231,0.04329004329004329
0167-7012,2020,CC BY-NC-ND,10,231,0.04329004329004329
0022-2585,2021,CC BY,10,231,0.04329004329004329
0939-1533,2021,CC BY,40,231,0.17316017316017315
0105-4538,2022,CC BY-NC-ND,50,231,0.21645021645021645
1462-8910,2022,CC BY-NC-ND,19,231,0.08225108225108226
0020-5850,2020,CC BY-NC,3,231,0.012987012987012988
1934-1482,2020,CC BY-NC-ND,3,231,0.012987012987012988
0022-2585,2021,CC BY-NC-ND,3,231,0.012987012987012988
0267-8292,2017,CC BY-NC-ND,3,231,0.012987012987012988
0008-6215,2020,CC BY,6,231,0.025974025974025976
1462-8910,2022,CC BY-NC,6,231,0.025974025974025976
1556-3650,2017,CC BY-NC-ND,6,231,0.025974025974025976
1660-5446,2017,CC BY,6,231,0.025974025974025976
1528-0691,2021,CC BY,12,231,0.05194805194805195
1053-2498,2022,CC BY,12,231,0.05194805194805195
1053-2498,2022,CC BY-NC-ND,12,231,0.05194805194805195
0925-9864,2021,CC BY,24,231,0.1038961038961039
0003-6870,2022,CC BY,31,231,0.1341991341991342
0166-0934,2017,CC BY,9,231,0.03896103896103896
0020-5850,2020,CC BY,9,231,0.03896103896103896
1528-0691,2021,CC BY-NC-ND,9,231,0.03896103896103896
1369-183X,2020,CC BY,9,231,0.03896103896103896
0105-4538,2022,CC BY,9,231,0.03896103896103896
0003-6870,2022,CC BY-NC-ND,18,231,0.07792207792207792
1350-9047,2017,CC BY,36,231,0.15584415584415584
1369-183X,2020,CC BY-NC-ND,36,231,0.15584415584415584
0167-7012,2020,CC BY,17,231,0.0735930735930736
1279-7707,2020,CC BY,17,231,0.0735930735930736
0166-0934,2017,CC BY-NC-ND,17,231,0.0735930735930736
1536-1225,2022,CC BY,18,487,0.03696098562628337
0891-5849,2019,CC BY-NC-ND,36,487,0.07392197125256673
0145-8892,2019,CC BY,1,487,0.002053388090349076
0898-1221,2018,CC BY,1,487,0.002053388090349076
0898-1221,2018,CC BY-NC-ND,1,487,0.002053388090349076
0145-8892,2019,CC BY-NC,1,487,0.002053388090349076
1536-1225,2022,CC BY-NC-ND,2,487,0.004106776180698152
0167-8140,2017,CC BY,8,487,0.01642710472279261
0094-5765,2017,CC BY,3,487,0.006160164271047228
0094-5765,2017,CC BY-NC-ND,6,487,0.012320328542094456
0803-5253,2021,CC BY,6,487,0.012320328542094456
0167-8140,2017,CC BY-NC-ND,24,487,0.049281314168377825
0010-2180,2020,CC BY,11,487,0.022587268993839837
0803-5253,2021,CC BY-NC,65,487,0.13347022587268995
1040-6182,2021,CC BY,10,487,0.02053388090349076
0803-5253,2021,CC BY-NC-ND,80,487,0.16427104722792607
0891-5849,2019,CC BY,14,487,0.028747433264887063
0010-2180,2020,CC BY-NC-ND,14,487,0.028747433264887063
1040-6182,2021,CC BY-NC-ND,14,487,0.028747433264887063
0261-5614,2021,CC BY-NC-ND,75,743,0.1009421265141319
0261-5614,2021,CC BY,76,743,0.10228802153432032
0165-1781,2017,CC BY,5,743,0.006729475100942127
0165-1781,2017,CC BY-NC-ND,10,743,0.013458950201884253
1530-437X,2018,CC BY,18,1255,0.014342629482071713
1070-6631,2021,NA,0,2023,0
0003-2700,2020,CC BY,8,2023,0.003954522985664854
0003-2700,2020,CC BY-NC-ND,8,2023,0.003954522985664854
2050-7496,2018,CC BY,118,2791,0.042278753135077035
2050-7496,2018,CC BY-NC,30,2791,0.010748835542816195
1932-7447,2017,NA,0,3303,0
0959-6526,2018,CC BY-NC-ND,46,3815,0.012057667103538663
0959-6526,2018,CC BY,45,3815,0.011795543905635648
0944-1344,2020,CC BY,215,4327,0.04968800554656806
0163-6804,2022,NA,0,232,0
0735-1933,2017,NA,0,232,0
0003-2719,2018,NA,0,232,0
0363-6143,2020,NA,0,232,0
0014-5246,2019,NA,0,232,0
0020-1685,2019,NA,0,232,0
0950-4125,2018,NA,0,232,0
2214-6296,2017,CC BY-NC-ND,9,232,0.03879310344827586
1364-8152,2018,CC BY-NC-ND,9,232,0.03879310344827586
0167-4943,2021,CC BY-NC-ND,18,232,0.07758620689655173
1061-4036,2021,CC BY,25,232,0.10775862068965517
0741-238X,2022,CC BY-NC,170,232,0.7327586206896551
1360-2357,2019,CC BY,21,232,0.09051724137931035
0167-4943,2021,CC BY,21,232,0.09051724137931035
1063-6692,2022,CC BY,7,232,0.03017241379310345
0028-1298,2020,CC BY,14,232,0.0603448275862069
1878-1861,2018,CC BY-NC-ND,14,232,0.0603448275862069
0733-2467,2021,CC BY-NC-ND,17,232,0.07327586206896551
1074-7613,2020,CC BY,17,232,0.07327586206896551
1063-6692,2022,CC BY-NC-ND,3,232,0.01293103448275862
0972-2815,2022,CC BY,3,232,0.01293103448275862
0733-2467,2021,CC BY,3,232,0.01293103448275862
1556-3650,2019,CC BY,3,232,0.01293103448275862
0168-1656,2021,CC BY-NC-ND,6,232,0.02586206896551724
1022-1352,2021,CC BY-NC-ND,12,232,0.05172413793103448
0166-3542,2018,CC BY,12,232,0.05172413793103448
1383-875X,2020,CC BY,24,232,0.10344827586206896
0168-1656,2021,CC BY,24,232,0.10344827586206896
0032-0781,2017,CC BY-NC,5,232,0.021551724137931036
2055-0278,2019,CC BY,5,232,0.021551724137931036
0276-3478,2020,CC BY-NC-ND,10,232,0.04310344827586207
2052-6121,2020,CC BY-NC,20,232,0.08620689655172414
0276-3478,2020,CC BY,20,232,0.08620689655172414
2468-1156,2017,CC BY-NC-ND,1,232,0.004310344827586207
2059-2302,2018,CC BY-NC,1,232,0.004310344827586207
1074-7613,2020,CC BY-NC-ND,1,232,0.004310344827586207
0021-9568,2022,CC BY-NC-ND,1,232,0.004310344827586207
0029-3970,2018,CC BY,1,232,0.004310344827586207
0023-2165,2018,CC BY-NC-ND,1,232,0.004310344827586207
2059-2302,2018,CC BY,1,232,0.004310344827586207
1877-0568,2018,CC BY-NC-ND,1,232,0.004310344827586207
0095-8972,2019,CC BY-NC,1,232,0.004310344827586207
0004-8674,2019,CC BY-NC,1,232,0.004310344827586207
1878-1861,2018,CC BY,1,232,0.004310344827586207
0022-0469,2019,CC BY,1,232,0.004310344827586207
0958-9465,2018,CC BY-NC-ND,2,232,0.008620689655172414
0032-0781,2017,CC BY,2,232,0.008620689655172414
1536-1233,2019,CC BY,2,232,0.008620689655172414
0009-739X,2022,CC BY-NC-ND,2,232,0.008620689655172414
0022-1112,2017,CC BY,2,232,0.008620689655172414
2213-8587,2020,CC BY,2,232,0.008620689655172414
2468-1156,2017,CC BY,4,232,0.017241379310344827
0020-7209,2021,CC BY,4,232,0.017241379310344827
1618-5641,2017,CC BY,4,232,0.017241379310344827
2468-7855,2022,CC BY,4,232,0.017241379310344827
0276-3478,2020,CC BY-NC,4,232,0.017241379310344827
2468-7855,2022,CC BY-NC-ND,4,232,0.017241379310344827
1556-3650,2019,CC BY-NC-ND,4,232,0.017241379310344827
0021-9568,2022,CC BY,8,232,0.034482758620689655
1574-0153,2018,CC BY-NC,8,232,0.034482758620689655
0271-3683,2019,CC BY-NC-ND,8,232,0.034482758620689655
1022-1352,2021,CC BY,16,232,0.06896551724137931
1364-8152,2018,CC BY,16,232,0.06896551724137931
0268-8921,2019,CC BY,16,232,0.06896551724137931
0166-0934,2021,CC BY,19,232,0.08189655172413793
2214-6296,2017,CC BY,38,232,0.16379310344827586
0733-2467,2021,CC BY-NC,13,232,0.05603448275862069
0178-2789,2020,CC BY,13,232,0.05603448275862069
1022-1352,2021,CC BY-NC,13,232,0.05603448275862069
0166-0934,2021,CC BY-NC-ND,26,232,0.11206896551724138
0166-3542,2018,CC BY-NC-ND,15,232,0.06465517241379311
1868-5137,2018,CC BY,11,488,0.022540983606557378
2469-990X,2017,CC BY,22,488,0.045081967213114756
0005-1098,2022,CC BY,38,488,0.0778688524590164
0886-3350,2019,CC BY,2,488,0.004098360655737705
0003-1348,2022,CC BY-NC,4,488,0.00819672131147541
1535-3893,2020,CC BY,4,488,0.00819672131147541
0013-9351,2017,CC BY,8,488,0.01639344262295082
0886-3350,2019,CC BY-NC-ND,8,488,0.01639344262295082
0011-9059,2018,CC BY-NC,3,488,0.006147540983606557
0003-4967,2019,CC BY-NC,3,488,0.006147540983606557
1535-3893,2020,CC BY-NC-ND,3,488,0.006147540983606557
0005-1098,2022,CC BY-NC-ND,6,488,0.012295081967213115
0003-1348,2022,CC BY,12,488,0.02459016393442623
0016-7037,2020,CC BY-NC-ND,18,488,0.036885245901639344
0006-2952,2020,CC BY-NC-ND,18,488,0.036885245901639344
0013-9351,2017,CC BY-NC-ND,23,488,0.0471311475409836
0016-7037,2020,CC BY,23,488,0.0471311475409836
2168-2267,2020,CC BY,5,488,0.010245901639344262
0003-4967,2019,CC BY,10,488,0.020491803278688523
0006-2952,2020,CC BY,20,488,0.040983606557377046
0892-6875,2021,CC BY-NC-ND,17,488,0.03483606557377049
0021-9533,2018,CC BY,7,488,0.014344262295081968
0892-6875,2021,CC BY,25,488,0.05122950819672131
2044-4753,2019,CC BY,34,744,0.0456989247311828
1864-5631,2020,CC BY-NC-ND,20,744,0.026881720430107527
2044-4753,2019,CC BY-NC,27,744,0.036290322580645164
0175-7598,2019,CC BY,69,744,0.09274193548387097
1864-5631,2020,CC BY,72,744,0.0967741935483871
1864-5631,2020,CC BY-NC,21,744,0.028225806451612902
0306-3674,2017,NA,0,1000,0
0013-9351,2020,CC BY-NC-ND,54,1256,0.042993630573248405
0013-9351,2020,CC BY,30,1256,0.02388535031847134
0020-1669,2018,NA,0,1768,0
0140-6736,2019,CC BY-NC-ND,56,1768,0.03167420814479638
0140-6736,2019,CC BY,90,1768,0.05090497737556561
0028-0836,2022,CC BY,232,2280,0.10175438596491228
0923-7534,2018,CC BY,11,4072,0.0027013752455795677
0923-7534,2018,CC BY-NC,60,4072,0.014734774066797643
0923-7534,2018,CC BY-NC-ND,1,4072,2.455795677799607e-4
1867-2132,2021,NA,0,233,0
0017-9078,2018,NA,0,233,0
0022-4766,2019,NA,0,233,0
0193-2691,2017,NA,0,233,0
0925-5710,2020,NA,0,233,0
0040-5639,2017,NA,0,233,0
0883-7694,2021,CC BY,37,233,0.15879828326180256
2041-210X,2021,CC BY,63,233,0.2703862660944206
2041-210X,2021,CC BY-NC-ND,19,233,0.0815450643776824
1525-0016,2019,CC BY-NC-ND,219,233,0.9399141630901288
0300-5127,2020,CC BY,67,233,0.2875536480686695
1351-8216,2019,CC BY-NC,13,233,0.055793991416309016
1525-0016,2019,CC BY,13,233,0.055793991416309016
1438-2377,2020,CC BY,52,233,0.22317596566523606
1532-0464,2017,CC BY,5,233,0.02145922746781116
0141-1187,2022,CC BY-NC-ND,5,233,0.02145922746781116
1367-9120,2021,CC BY-NC-ND,5,233,0.02145922746781116
1522-8517,2019,CC BY,5,233,0.02145922746781116
0268-8697,2019,CC BY-NC-ND,5,233,0.02145922746781116
1532-0464,2017,CC BY-NC-ND,10,233,0.04291845493562232
0168-1656,2019,CC BY,10,233,0.04291845493562232
0885-3185,2022,CC BY-NC-ND,20,233,0.08583690987124463
0008-8846,2022,CC BY-NC-ND,20,233,0.08583690987124463
2041-210X,2021,CC BY-NC,27,233,0.11587982832618025
1522-8517,2019,CC BY-NC,21,233,0.09012875536480687
0141-1187,2022,CC BY,21,233,0.09012875536480687
1756-5901,2019,CC BY,15,233,0.06437768240343347
1574-9541,2022,CC BY-NC-ND,15,233,0.06437768240343347
1574-9541,2022,CC BY,15,233,0.06437768240343347
0284-186X,2021,CC BY-NC-ND,43,233,0.18454935622317598
0021-9983,2021,CC BY-NC,7,233,0.030042918454935622
0002-9173,2020,CC BY-NC,7,233,0.030042918454935622
