issn_l,cr_year,cc,cc_total,jn_all,prop
2516-4392,2020,NA,0,3,0
1941-2851,2021,NA,0,3,0
2157-6203,2022,NA,0,3,0
1871-2673,2022,NA,0,3,0
2050-2982,2019,NA,0,3,0
1948-4690,2018,NA,0,3,0
1387-6996,2022,NA,0,3,0
2520-1131,2017,NA,0,3,0
2475-6725,2017,NA,0,3,0
1355-6509,2022,NA,0,3,0
1472-3808,2022,NA,0,3,0
2626-8329,2019,NA,0,3,0
0305-0718,2021,NA,0,3,0
0266-6030,2022,NA,0,3,0
2380-6567,2017,NA,0,3,0
1052-1151,2022,NA,0,3,0
1542-7609,2022,NA,0,3,0
1539-8323,2019,NA,0,3,0
1867-6936,2019,NA,0,3,0
1466-2035,2022,NA,0,3,0
1550-7076,2022,NA,0,3,0
1864-5909,2017,NA,0,3,0
0193-936X,2022,NA,0,3,0
0004-3389,2022,NA,0,3,0
0019-5294,2021,NA,0,3,0
2167-485X,2022,NA,0,3,0
2667-0925,2022,NA,0,3,0
0737-4607,2021,NA,0,3,0
2520-8098,2021,NA,0,3,0
1937-156X,2022,NA,0,3,0
1948-4690,2017,NA,0,3,0
2193-1402,2022,NA,0,3,0
2193-9616,2019,NA,0,3,0
1069-1316,2022,NA,0,3,0
2193-1402,2018,NA,0,3,0
0736-0053,2022,NA,0,3,0
1941-2851,2017,NA,0,3,0
1387-6805,2018,NA,0,3,0
2578-9821,2018,NA,0,3,0
1746-7586,2022,NA,0,3,0
2589-2347,2018,NA,0,3,0
2667-3371,2022,NA,0,3,0
1441-3582,2021,NA,0,3,0
2155-286X,2022,NA,0,3,0
2662-1347,2019,NA,0,3,0
2524-5600,2018,NA,0,3,0
1471-5880,2019,NA,0,3,0
1932-0191,2021,NA,0,3,0
1750-8061,2022,NA,0,3,0
0047-2379,2022,NA,0,3,0
0899-0220,2022,NA,0,3,0
2542-7458,2020,NA,0,3,0
0147-037X,2022,NA,0,3,0
2509-7970,2019,NA,0,3,0
0044-0604,2022,NA,0,3,0
1537-7903,2022,NA,0,3,0
0082-3767,2022,NA,0,3,0
2516-6042,2022,CC BY-NC,3,3,1
2321-0656,2021,CC BY-NC-ND,3,3,1
1874-8767,2022,CC BY,3,3,1
2192-1741,2022,CC BY,3,3,1
2635-2265,2022,CC BY-NC,1,3,0.3333333333333333
1067-828X,2022,CC BY-NC,1,3,0.3333333333333333
2662-1495,2022,CC BY,1,3,0.3333333333333333
1320-0968,2022,CC BY-NC-ND,1,3,0.3333333333333333
0736-0053,2021,CC BY,1,3,0.3333333333333333
0031-322X,2022,CC BY,1,3,0.3333333333333333
0167-5729,2022,CC BY-NC-ND,1,3,0.3333333333333333
1383-7133,2021,CC BY,1,3,0.3333333333333333
1932-9156,2020,CC BY,1,3,0.3333333333333333
1042-1467,2020,CC BY,1,3,0.3333333333333333
1084-2020,2022,CC BY-NC,1,3,0.3333333333333333
1868-5153,2021,CC BY,1,3,0.3333333333333333
2516-600X,2022,CC BY,1,3,0.3333333333333333
1361-4568,2022,CC BY-NC-ND,1,3,0.3333333333333333
2516-6069,2022,CC BY-NC,1,3,0.3333333333333333
0039-338X,2022,CC BY-NC-ND,1,3,0.3333333333333333
2047-0770,2022,CC BY,1,3,0.3333333333333333
2154-1248,2022,CC BY-NC-ND,1,3,0.3333333333333333
0084-0173,2018,CC BY-NC-ND,1,3,0.3333333333333333
0031-322X,2022,CC BY-NC-ND,1,3,0.3333333333333333
1538-6341,2021,CC BY,1,3,0.3333333333333333
0734-1512,2022,CC BY,1,3,0.3333333333333333
2151-5581,2022,CC BY-NC-ND,1,3,0.3333333333333333
0927-7544,2022,CC BY,1,3,0.3333333333333333
1533-2969,2022,CC BY-NC-ND,1,3,0.3333333333333333
1554-4419,2019,CC BY-NC-ND,1,3,0.3333333333333333
2468-595X,2021,CC BY,1,3,0.3333333333333333
1744-9359,2022,CC BY,1,3,0.3333333333333333
1380-6645,2022,CC BY,1,3,0.3333333333333333
0146-8030,2022,CC BY-NC-ND,1,3,0.3333333333333333
2373-518X,2022,CC BY-NC-ND,1,3,0.3333333333333333
1523-3820,2022,CC BY,1,3,0.3333333333333333
2520-8071,2022,CC BY,2,3,0.6666666666666666
0263-3264,2022,CC BY,2,3,0.6666666666666666
1359-1355,2022,CC BY,2,3,0.6666666666666666
1065-3058,2022,CC BY,2,3,0.6666666666666666
2524-8510,2021,CC BY,2,3,0.6666666666666666
2635-2265,2022,CC BY,2,3,0.6666666666666666
0935-4956,2022,CC BY,2,3,0.6666666666666666
2363-507X,2020,CC BY,2,3,0.6666666666666666
1383-4924,2022,CC BY,2,3,0.6666666666666666
2194-2536,2018,NA,0,259,0
0143-0750,2020,NA,0,259,0
1536-1233,2017,NA,0,259,0
0256-2499,2021,NA,0,259,0
0036-0295,2019,NA,0,259,0
0577-9073,2017,NA,0,259,0
0377-2063,2019,NA,0,259,0
2523-3521,2018,NA,0,259,0
0022-2151,2017,NA,0,259,0
0003-004X,2017,NA,0,259,0
0344-0338,2017,CC BY,1,259,0.003861003861003861
0040-5000,2020,CC BY,1,259,0.003861003861003861
0264-0414,2017,CC BY,1,259,0.003861003861003861
0344-0338,2017,CC BY-NC-ND,1,259,0.003861003861003861
0936-6555,2019,CC BY,2,259,0.007722007722007722
0939-4753,2017,CC BY-NC-ND,2,259,0.007722007722007722
0040-5000,2020,CC BY-NC-ND,2,259,0.007722007722007722
1354-523X,2018,CC BY-NC-ND,2,259,0.007722007722007722
0266-352X,2018,CC BY-NC-ND,2,259,0.007722007722007722
1612-1872,2019,CC BY-NC-ND,2,259,0.007722007722007722
0162-0134,2018,CC BY-NC-ND,2,259,0.007722007722007722
1354-523X,2018,CC BY,4,259,0.015444015444015444
0014-3820,2017,CC BY-NC-ND,4,259,0.015444015444015444
0162-0134,2018,CC BY,4,259,0.015444015444015444
2692-1944,2021,CC BY,8,259,0.03088803088803089
2692-1944,2021,CC BY-NC-ND,8,259,0.03088803088803089
0032-0633,2020,CC BY,16,259,0.06177606177606178
0016-7185,2020,CC BY-NC-ND,16,259,0.06177606177606178
0929-1873,2021,CC BY,32,259,0.12355212355212356
0264-0414,2021,CC BY-NC-ND,42,259,0.16216216216216217
1360-7863,2019,CC BY,13,259,0.05019305019305019
0022-3042,2021,CC BY-NC,13,259,0.05019305019305019
0026-0495,2022,CC BY,10,259,0.03861003861003861
0939-6411,2020,CC BY,10,259,0.03861003861003861
0003-9861,2021,CC BY-NC-ND,10,259,0.03861003861003861
2468-6530,2020,CC BY-NC-ND,20,259,0.07722007722007722
1615-147X,2019,CC BY,20,259,0.07722007722007722
0344-5607,2021,CC BY,80,259,0.3088803088803089
0016-7185,2020,CC BY,25,259,0.09652509652509653
0736-0266,2021,CC BY-NC-ND,15,259,0.05791505791505792
0022-3999,2021,CC BY-NC-ND,15,259,0.05791505791505792
0022-3042,2021,CC BY,19,259,0.07335907335907337
0167-2681,2022,CC BY,38,259,0.14671814671814673
0736-0266,2021,CC BY-NC,3,259,0.011583011583011582
1612-1872,2019,CC BY,3,259,0.011583011583011582
2468-6530,2020,CC BY,3,259,0.011583011583011582
0162-0134,2022,CC BY-NC-ND,12,259,0.04633204633204633
0162-0134,2022,CC BY,12,259,0.04633204633204633
0264-0414,2021,CC BY,12,259,0.04633204633204633
1359-6640,2021,CC BY,48,259,0.18532818532818532
2047-4873,2021,CC BY-NC,37,259,0.14285714285714285
0266-352X,2018,CC BY,9,259,0.03474903474903475
0939-6411,2020,CC BY-NC-ND,9,259,0.03474903474903475
0264-0414,2017,CC BY-NC-ND,9,259,0.03474903474903475
1874-3919,2021,CC BY,9,259,0.03474903474903475
2047-4873,2021,CC BY,9,259,0.03474903474903475
1360-7863,2019,CC BY-NC-ND,18,259,0.0694980694980695
0014-3820,2017,CC BY,18,259,0.0694980694980695
0014-4835,2018,CC BY-NC-ND,18,259,0.0694980694980695
0893-3952,2020,CC BY,23,259,0.0888030888030888
0167-2681,2022,CC BY-NC-ND,23,259,0.0888030888030888
0736-0266,2021,CC BY,23,259,0.0888030888030888
0014-4835,2018,CC BY,7,259,0.02702702702702703
1074-7613,2018,CC BY-NC-ND,7,259,0.02702702702702703
0936-6555,2019,CC BY-NC-ND,7,259,0.02702702702702703
0003-9969,2019,CC BY-NC-ND,7,259,0.02702702702702703
0032-0633,2020,CC BY-NC-ND,7,259,0.02702702702702703
1874-3919,2021,CC BY-NC-ND,14,259,0.05405405405405406
0026-0495,2022,CC BY-NC-ND,14,259,0.05405405405405406
0963-0252,2018,CC BY,14,259,0.05405405405405406
0022-3999,2021,CC BY,28,259,0.10810810810810811
1074-7613,2018,CC BY,17,259,0.06563706563706563
1044-0305,2018,CC BY,34,259,0.13127413127413126
1420-9012,2021,CC BY,55,259,0.21235521235521235
1387-585X,2019,CC BY,11,259,0.04247104247104247
0003-9861,2021,CC BY,11,259,0.04247104247104247
0022-3042,2021,CC BY-NC-ND,22,259,0.08494208494208494
1359-6640,2021,CC BY-NC,22,259,0.08494208494208494
0300-2896,2018,NA,0,515,0
0003-3022,2017,NA,0,515,0
1552-4825,2017,CC BY-NC,5,515,0.009708737864077669
0009-8981,2018,CC BY-NC-ND,10,515,0.019417475728155338
0142-1123,2020,CC BY,18,515,0.03495145631067961
1526-498X,2021,CC BY,36,515,0.06990291262135923
0020-7403,2022,CC BY,23,515,0.04466019417475728
2169-9275,2019,CC BY-NC-ND,55,515,0.10679611650485436
2169-9275,2019,CC BY-NC,1,515,0.001941747572815534
0003-9888,2018,CC BY-NC,1,515,0.001941747572815534
2169-9275,2019,CC BY-ND,1,515,0.001941747572815534
1472-3891,2020,CC BY-NC,1,515,0.001941747572815534
1552-4825,2017,CC BY,2,515,0.003883495145631068
1010-6030,2021,CC BY-NC-ND,4,515,0.007766990291262136
1526-498X,2021,CC BY-NC-ND,33,515,0.06407766990291262
0166-4328,2021,CC BY-NC-ND,21,515,0.040776699029126215
1552-4825,2017,CC BY-NC-ND,7,515,0.013592233009708738
1010-6030,2021,CC BY,7,515,0.013592233009708738
0142-1123,2020,CC BY-NC-ND,14,515,0.027184466019417475
0020-7403,2022,CC BY-NC-ND,13,515,0.02524271844660194
1472-3891,2020,CC BY-NC-ND,3,515,0.005825242718446602
1526-498X,2021,CC BY-NC,3,515,0.005825242718446602
2468-8231,2020,CC BY-NC-ND,6,515,0.011650485436893204
2468-8231,2020,CC BY,6,515,0.011650485436893204
0009-8981,2018,CC BY,6,515,0.011650485436893204
1472-3891,2020,CC BY,12,515,0.02330097087378641
0166-4328,2021,CC BY,22,515,0.04271844660194175
2169-9275,2019,CC BY,53,515,0.1029126213592233
0925-3467,2019,CC BY,2,771,0.0025940337224383916
0021-9541,2020,CC BY-NC,8,771,0.010376134889753566
1867-3880,2018,CC BY,17,771,0.02204928664072633
0304-3940,2017,CC BY-NC-ND,9,771,0.011673151750972763
1867-3880,2018,CC BY-NC-ND,10,771,0.01297016861219196
0947-8396,2017,CC BY,21,771,0.027237354085603113
1867-3880,2018,CC BY-NC,11,771,0.014267185473411154
0021-9541,2020,CC BY,23,771,0.029831387808041506
0925-3467,2019,CC BY-NC-ND,3,771,0.0038910505836575876
0304-3940,2017,CC BY,6,771,0.007782101167315175
0021-9541,2020,CC BY-NC-ND,12,771,0.01556420233463035
2155-5435,2017,NA,0,1027,0
0223-5234,2019,CC BY,5,1027,0.004868549172346641
0031-8949,2021,CC BY,28,1027,0.027263875365141188
0223-5234,2019,CC BY-NC-ND,17,1027,0.016553067185978577
1386-1425,2020,CC BY,7,1283,0.005455962587685113
1386-1425,2020,CC BY-NC-ND,7,1283,0.005455962587685113
0042-4900,2017,CC BY-NC,1,1539,6.49772579597141e-4
0042-4900,2017,CC BY,1,1539,6.49772579597141e-4
0039-2499,2017,NA,0,2051,0
0925-8388,2019,CC BY,11,4867,0.0022601191699198686
0925-8388,2019,CC BY-NC-ND,7,4867,0.0014382576535853708
0001-8732,2019,NA,0,4,0
2634-8276,2022,NA,0,4,0
2451-828X,2022,NA,0,4,0
0729-3682,2022,NA,0,4,0
2374-4006,2017,NA,0,4,0
2542-5544,2018,NA,0,4,0
2665-9964,2022,NA,0,4,0
2056-3868,2022,NA,0,4,0
0092-7678,2022,NA,0,4,0
2543-3156,2022,NA,0,4,0
1948-4992,2018,NA,0,4,0
2196-291X,2018,NA,0,4,0
1612-1031,2022,NA,0,4,0
1448-8388,2018,NA,0,4,0
2673-298X,2022,NA,0,4,0
1066-5307,2021,NA,0,4,0
2588-9109,2020,NA,0,4,0
1559-6915,2022,NA,0,4,0
1871-7993,2022,NA,0,4,0
0106-2301,2022,NA,0,4,0
1569-2116,2020,NA,0,4,0
2590-0102,2021,NA,0,4,0
0106-2301,2021,NA,0,4,0
2514-9407,2022,NA,0,4,0
0974-9306,2022,NA,0,4,0
0037-976X,2019,NA,0,4,0
1779-7179,2019,NA,0,4,0
2159-032X,2022,NA,0,4,0
2196-078X,2022,NA,0,4,0
0068-1288,2022,NA,0,4,0
2524-8510,2018,NA,0,4,0
0079-6816,2020,NA,0,4,0
1569-7371,2020,NA,0,4,0
2475-1979,2022,NA,0,4,0
2213-459X,2018,NA,0,4,0
2197-4306,2022,NA,0,4,0
2667-3037,2022,NA,0,4,0
0044-7471,2022,NA,0,4,0
2468-0958,2022,NA,0,4,0
0264-8725,2020,NA,0,4,0
2665-9999,2020,NA,0,4,0
1932-0191,2017,NA,0,4,0
2154-3186,2022,NA,0,4,0
0975-7554,2019,NA,0,4,0
2542-7458,2017,NA,0,4,0
2215-1354,2022,NA,0,4,0
0095-2737,2020,NA,0,4,0
2166-1685,2017,NA,0,4,0
0975-7554,2021,NA,0,4,0
2235-8668,2019,NA,0,4,0
1533-2667,2022,NA,0,4,0
2079-9780,2020,NA,0,4,0
2331-9291,2017,NA,0,4,0
2520-1158,2017,NA,0,4,0
0001-8732,2017,NA,0,4,0
2372-3483,2022,NA,0,4,0
0040-7496,2019,NA,0,4,0
1948-4992,2020,NA,0,4,0
2212-9421,2022,NA,0,4,0
2161-962X,2022,NA,0,4,0
0001-8732,2018,NA,0,4,0
2513-0390,2017,NA,0,4,0
2193-1402,2019,NA,0,4,0
1948-4992,2022,NA,0,4,0
2634-8276,2020,NA,0,4,0
2542-5544,2019,NA,0,4,0
1864-7022,2017,NA,0,4,0
2162-2515,2019,NA,0,4,0
1931-0145,2020,NA,0,4,0
2040-5960,2022,NA,0,4,0
1043-6928,2022,NA,0,4,0
1948-4992,2019,NA,0,4,0
1446-9022,2019,NA,0,4,0
2589-9198,2020,NA,0,4,0
2161-962X,2017,NA,0,4,0
2164-6287,2019,NA,0,4,0
2665-9999,2022,NA,0,4,0
2211-8330,2022,NA,0,4,0
0167-9295,2022,NA,0,4,0
2374-4006,2018,NA,0,4,0
0737-5034,2021,NA,0,4,0
0084-0173,2021,NA,0,4,0
1751-2395,2021,NA,0,4,0
2509-3436,2022,NA,0,4,0
2347-6311,2022,NA,0,4,0
0006-355X,2020,NA,0,4,0
1724-8574,2021,NA,0,4,0
1932-9156,2021,NA,0,4,0
0379-6205,2022,NA,0,4,0
1539-8323,2017,NA,0,4,0
2667-3037,2021,NA,0,4,0
2309-4907,2022,NA,0,4,0
1444-5921,2022,NA,0,4,0
1554-4419,2022,NA,0,4,0
2514-7641,2022,NA,0,4,0
0193-3922,2022,NA,0,4,0
1571-7283,2020,NA,0,4,0
1935-3812,2022,NA,0,4,0
0899-7764,2020,NA,0,4,0
2041-9112,2020,NA,0,4,0
1932-9156,2019,NA,0,4,0
1465-5187,2020,NA,0,4,0
2574-2981,2017,NA,0,4,0
2691-5979,2021,NA,0,4,0
0289-2316,2018,NA,0,4,0
2331-9291,2019,NA,0,4,0
1084-4945,2018,NA,0,4,0
0954-898X,2017,NA,0,4,0
2690-6015,2022,NA,0,4,0
2542-7458,2018,NA,0,4,0
0258-3690,2017,NA,0,4,0
2190-8796,2021,NA,0,4,0
1166-3081,2022,NA,0,4,0
0392-1921,2021,NA,0,4,0
1556-6382,2022,NA,0,4,0
1029-1954,2022,NA,0,4,0
0001-8732,2020,NA,0,4,0
2052-773X,2021,NA,0,4,0
0976-7479,2017,NA,0,4,0
0022-250X,2022,CC BY,1,4,0.25
2153-9553,2022,CC BY-NC,1,4,0.25
0084-6724,2022,CC BY-NC,1,4,0.25
2332-2950,2022,CC BY-NC-ND,1,4,0.25
0263-9904,2022,CC BY-NC-ND,1,4,0.25
1385-9587,2022,CC BY,1,4,0.25
2667-0364,2021,CC BY,1,4,0.25
1558-9544,2019,CC BY-NC-ND,1,4,0.25
0084-0173,2020,CC BY,1,4,0.25
0961-7353,2022,CC BY-NC-ND,1,4,0.25
2156-6674,2022,CC BY,1,4,0.25
0906-4702,2019,CC BY-NC-ND,1,4,0.25
2456-3714,2022,CC BY,1,4,0.25
1049-5142,2022,CC BY,1,4,0.25
2542-7458,2022,CC BY,1,4,0.25
1465-5187,2022,CC BY-NC-ND,1,4,0.25
0084-0173,2020,CC BY-NC-ND,1,4,0.25
2589-5885,2019,CC BY-NC,1,4,0.25
2153-9553,2022,CC BY-NC-ND,1,4,0.25
2542-9477,2022,CC BY-NC,1,4,0.25
1357-1516,2022,CC BY-NC-ND,1,4,0.25
1337-7892,2022,CC BY,1,4,0.25
0032-3187,2022,CC BY,1,4,0.25
0975-0878,2022,CC BY-NC,1,4,0.25
2196-5471,2022,CC BY,1,4,0.25
1357-1516,2022,CC BY,1,4,0.25
0954-898X,2018,CC BY-NC-ND,1,4,0.25
1465-5187,2022,CC BY,1,4,0.25
2210-5824,2021,CC BY,1,4,0.25
2510-2044,2017,CC BY,1,4,0.25
2542-9477,2022,CC BY,1,4,0.25
0362-5028,2022,CC BY,1,4,0.25
2381-2346,2022,CC BY,1,4,0.25
0022-250X,2022,CC BY-NC-ND,1,4,0.25
2352-2151,2020,CC BY,1,4,0.25
1558-9544,2020,CC BY,1,4,0.25
1387-6473,2022,CC BY,1,4,0.25
2589-5885,2022,CC BY-NC,1,4,0.25
2196-3010,2022,CC BY,1,4,0.25
0732-5223,2022,CC BY-NC,1,4,0.25
2524-4876,2022,CC BY,1,4,0.25
0084-0173,2017,CC BY,1,4,0.25
0954-898X,2020,CC BY-NC-ND,1,4,0.25
0726-8602,2022,CC BY-NC-ND,1,4,0.25
0030-672X,2021,CC BY,1,4,0.25
1546-5616,2021,CC BY,1,4,0.25
1874-7094,2021,CC BY,1,4,0.25
2524-5600,2022,CC BY,2,4,0.5
1868-5153,2022,CC BY,2,4,0.5
2169-2327,2022,CC BY-NC-ND,2,4,0.5
2589-5885,2022,CC BY,2,4,0.5
0079-497X,2022,CC BY,2,4,0.5
2041-4005,2022,CC BY,2,4,0.5
1462-3994,2020,CC BY,2,4,0.5
1046-3283,2022,CC BY-NC-ND,2,4,0.5
0892-7537,2022,CC BY,2,4,0.5
1046-3283,2022,CC BY,2,4,0.5
2366-0147,2022,CC BY,2,4,0.5
1380-6165,2022,CC BY,2,4,0.5
2194-8739,2022,CC BY,2,4,0.5
2520-8136,2022,CC BY,2,4,0.5
1566-5852,2022,CC BY,2,4,0.5
2667-0127,2022,CC BY,2,4,0.5
1350-486X,2022,CC BY-NC-ND,2,4,0.5
2667-0364,2021,CC BY-NC-ND,3,4,0.75
0952-5238,2022,CC BY,3,4,0.75
0937-0862,2022,CC BY,4,4,1
2667-0925,2021,CC BY-NC-ND,4,4,1
1521-4842,2021,CC BY,4,4,1
1949-8284,2021,CC BY,4,4,1
2772-3186,2022,CC BY,4,4,1
2235-8668,2022,CC BY-NC,4,4,1
2198-3534,2018,CC BY,4,4,1
0992-5945,2018,NA,0,260,0
0885-3177,2020,NA,0,260,0
0018-1196,2021,NA,0,260,0
1364-5021,2019,NA,0,260,0
0340-1766,2020,NA,0,260,0
1012-0386,2017,NA,0,260,0
1749-4885,2017,NA,0,260,0
0036-0295,2020,NA,0,260,0
0146-6615,2017,CC BY-NC-ND,5,260,0.019230769230769232
1545-5971,2021,CC BY,5,260,0.019230769230769232
2045-435X,2020,CC BY,5,260,0.019230769230769232
1473-2130,2018,CC BY-NC-ND,10,260,0.038461538461538464
1368-3500,2020,CC BY-NC-ND,10,260,0.038461538461538464
0955-7997,2021,CC BY,3,260,0.011538461538461539
1368-3500,2021,CC BY,3,260,0.011538461538461539
1536-1055,2017,CC BY,3,260,0.011538461538461539
1051-8215,2017,CC BY,3,260,0.011538461538461539
1040-7278,2021,CC BY,6,260,0.023076923076923078
1365-182X,2021,CC BY-NC-ND,6,260,0.023076923076923078
0002-9173,2021,CC BY-NC,6,260,0.023076923076923078
1434-6028,2017,CC BY,6,260,0.023076923076923078
1743-6095,2018,CC BY-NC-ND,12,260,0.046153846153846156
1359-6446,2022,CC BY,24,260,0.09230769230769231
0905-7188,2020,CC BY,48,260,0.18461538461538463
1473-2130,2018,CC BY-NC,7,260,0.026923076923076925
0002-9173,2021,CC BY,7,260,0.026923076923076925
0905-7188,2020,CC BY-NC,7,260,0.026923076923076925
0168-1591,2021,CC BY,28,260,0.1076923076923077
2152-2669,2020,CC BY,1,260,0.0038461538461538464
0167-7055,2018,CC BY-NC-ND,1,260,0.0038461538461538464
0935-8943,2021,CC BY,1,260,0.0038461538461538464
1383-5416,2019,CC BY-NC,1,260,0.0038461538461538464
0028-3770,2020,CC BY-NC-ND,1,260,0.0038461538461538464
0040-0262,2018,CC BY,1,260,0.0038461538461538464
0028-3770,2020,CC BY,1,260,0.0038461538461538464
0899-8280,2020,CC BY-NC-ND,1,260,0.0038461538461538464
0167-7055,2018,CC BY-NC,1,260,0.0038461538461538464
0304-386X,2017,CC BY,1,260,0.0038461538461538464
0955-7997,2021,CC BY-NC-ND,1,260,0.0038461538461538464
1072-7515,2022,CC BY-NC-ND,1,260,0.0038461538461538464
0146-6615,2017,CC BY,1,260,0.0038461538461538464
0308-1087,2018,CC BY,1,260,0.0038461538461538464
0018-9251,2018,CC BY,2,260,0.007692307692307693
0935-8943,2021,CC BY-NC-ND,2,260,0.007692307692307693
1047-9511,2017,CC BY,2,260,0.007692307692307693
1751-5521,2020,CC BY-NC,2,260,0.007692307692307693
1545-5971,2021,CC BY-NC-ND,2,260,0.007692307692307693
0966-9795,2020,CC BY,2,260,0.007692307692307693
0272-8397,2018,CC BY,2,260,0.007692307692307693
1536-1055,2017,CC BY-NC-ND,2,260,0.007692307692307693
0167-7055,2018,CC BY,4,260,0.015384615384615385
1751-5521,2020,CC BY-NC-ND,4,260,0.015384615384615385
0167-4943,2020,CC BY,4,260,0.015384615384615385
1368-3500,2020,CC BY,4,260,0.015384615384615385
0146-6615,2017,CC BY-NC,4,260,0.015384615384615385
0803-5253,2022,CC BY,4,260,0.015384615384615385
0002-9629,2017,CC BY-NC-ND,4,260,0.015384615384615385
0966-9795,2020,CC BY-NC-ND,4,260,0.015384615384615385
0743-8346,2019,CC BY,8,260,0.03076923076923077
1386-7857,2021,CC BY,16,260,0.06153846153846154
0905-7188,2020,CC BY-NC-ND,16,260,0.06153846153846154
0012-186X,2018,CC BY,111,260,0.4269230769230769
0014-3820,2021,CC BY-NC-ND,19,260,0.07307692307692308
0885-7474,2018,CC BY,19,260,0.07307692307692308
0260-6917,2022,CC BY-NC-ND,23,260,0.08846153846153847
2152-2669,2020,CC BY-NC-ND,23,260,0.08846153846153847
1462-2203,2020,CC BY-NC-ND,9,260,0.03461538461538462
1040-4651,2017,CC BY,9,260,0.03461538461538462
0273-2289,2020,CC BY,9,260,0.03461538461538462
1462-2203,2020,CC BY,18,260,0.06923076923076923
0014-3820,2021,CC BY-NC,18,260,0.06923076923076923
1359-6446,2022,CC BY-NC-ND,18,260,0.06923076923076923
1368-3500,2021,CC BY-NC-ND,18,260,0.06923076923076923
1049-9644,2021,CC BY,11,260,0.04230769230769231
1125-4653,2019,CC BY,11,260,0.04230769230769231
0009-8981,2022,CC BY,11,260,0.04230769230769231
1365-182X,2021,CC BY,22,260,0.08461538461538462
0004-0002,2020,CC BY,44,260,0.16923076923076924
1049-9644,2021,CC BY-NC-ND,13,260,0.05
1054-3139,2019,CC BY,26,260,0.1
0260-6917,2022,CC BY,26,260,0.1
0009-8981,2022,CC BY-NC-ND,15,260,0.057692307692307696
0167-4943,2020,CC BY-NC-ND,15,260,0.057692307692307696
2045-435X,2020,CC BY-NC,30,260,0.11538461538461539
0014-3820,2021,CC BY,35,260,0.1346153846153846
1751-5521,2020,CC BY,17,260,0.06538461538461539
0269-4042,2019,CC BY,17,260,0.06538461538461539
2156-8650,2020,CC BY,21,260,0.08076923076923077
0803-5253,2022,CC BY-NC,42,260,0.16153846153846155
0168-1591,2021,CC BY-NC-ND,25,260,0.09615384615384616
0138-9130,2022,CC BY,82,260,0.3153846153846154
0803-5253,2022,CC BY-NC-ND,49,260,0.18846153846153846
1466-5026,2021,NA,0,516,0
0378-3774,2022,CC BY-NC-ND,33,516,0.06395348837209303
0899-8418,2021,CC BY-NC-ND,29,516,0.0562015503875969
0950-222X,2021,CC BY,101,516,0.19573643410852712
0968-0896,2021,CC BY-NC-ND,13,516,0.025193798449612403
0951-8320,2020,CC BY-NC-ND,11,516,0.02131782945736434
0142-1123,2022,CC BY,44,516,0.08527131782945736
1949-3053,2021,CC BY,18,516,0.03488372093023256
0378-3774,2022,CC BY,36,516,0.06976744186046512
0142-1123,2022,CC BY-NC-ND,19,516,0.03682170542635659
0899-8418,2021,CC BY,55,516,0.1065891472868217
0959-3330,2017,CC BY,1,516,0.001937984496124031
1949-3053,2021,CC BY-NC-ND,4,516,0.007751937984496124
0968-0896,2021,CC BY,14,516,0.027131782945736434
1949-3053,2020,CC BY,6,516,0.011627906976744186
2162-2337,2020,CC BY,6,516,0.011627906976744186
0899-8418,2021,CC BY-NC,24,516,0.046511627906976744
0959-3330,2017,CC BY-NC-ND,5,516,0.009689922480620155
0951-8320,2020,CC BY,20,516,0.03875968992248062
1022-9760,2021,CC BY,20,516,0.03875968992248062
1387-2877,2020,CC BY-NC,132,772,0.17098445595854922
1387-2877,2020,CC BY,23,772,0.029792746113989636
2213-2929,2018,CC BY-NC-ND,2,772,0.0025906735751295338
0264-410X,2021,CC BY,159,1028,0.1546692607003891
0264-410X,2021,CC BY-NC-ND,173,1028,0.16828793774319067
0263-8223,2019,CC BY-NC-ND,6,1284,0.004672897196261682
0263-8223,2019,CC BY,15,1284,0.011682242990654205
1359-8368,2019,CC BY-NC-ND,2,1540,0.0012987012987012987
1359-8368,2019,CC BY,8,1540,0.005194805194805195
0031-9007,2020,CC BY,495,2820,0.17553191489361702
2352-3689,2018,NA,0,5,0
0731-5171,2022,NA,0,5,0
1558-9544,2018,NA,0,5,0
0257-3032,2022,NA,0,5,0
1535-394X,2022,NA,0,5,0
0309-6564,2022,NA,0,5,0
2040-8005,2019,NA,0,5,0
1478-1158,2022,NA,0,5,0
1094-3641,2022,NA,0,5,0
0954-898X,2021,NA,0,5,0
2468-595X,2019,NA,0,5,0
0196-6324,2022,NA,0,5,0
1931-8499,2022,NA,0,5,0
1229-828X,2019,NA,0,5,0
2330-2488,2022,NA,0,5,0
1833-8550,2018,NA,0,5,0
1226-9328,2022,NA,0,5,0
1052-2158,2022,NA,0,5,0
2394-9015,2021,NA,0,5,0
0332-0758,2022,NA,0,5,0
2198-6002,2022,NA,0,5,0
1875-4104,2022,NA,0,5,0
2452-2007,2019,NA,0,5,0
0270-2711,2022,NA,0,5,0
1750-4708,2018,NA,0,5,0
2405-4984,2022,NA,0,5,0
2329-194X,2018,NA,0,5,0
0976-8432,2022,NA,0,5,0
0424-7760,2018,NA,0,5,0
1192-5604,2022,NA,0,5,0
2538-3604,2018,NA,0,5,0
2589-6369,2021,NA,0,5,0
2153-957X,2019,NA,0,5,0
1931-0145,2022,NA,0,5,0
1388-0292,2022,NA,0,5,0
1753-8254,2022,NA,0,5,0
